# Quelccaya Ice Cap, Peru 1800 Year Oxygen Isotope, Dust, and Major Ions Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite original reference when using these data,
# plus the Online Resource and date accessed.
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:14174
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/trop/quelccaya/quelccaya2013nd-decadal.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
#--------------------
# Contribution_Date
#	Date: 2013-04-04
#--------------------
# Title
#	Study_Name: Quelccaya Ice Cap, Peru 1800 Year Oxygen Isotope, Dust, and Major Ions Data
#--------------------
# Investigators
#      Investigators: Thompson, L.G.; Mosley-Thompson, E.; Davis, M.E.; Zagorodnov, V.S.; Howat, I.M.; Mikhalenko, V.N.; Lin, P.-N. 
#--------------------
# Description_and_Notes
#      Description:  Oxygen Isotope, dust and major ions data from ice cores collected on the Quelccaya Ice Cap, Peru. 
#      Data are at annual or decadal resolution for the past 1800 years. These new records are based on freshly cut ice samples; 
#      previous Quelccaya data were measured on bottled water samples. 
#      Included are Annual averages of d18O, net balance (accumulation), dust concentrations, and major ion concentrations 
#      for the Quelccaya Summit Dome (QSD) core from thermal year 226/227 to 2009/2010 CE; 
#      Decadal averages of d18O and net balance (accumulation) for the Quelccaya North Dome (QND) core 
#      from thermal year 1000/1001 to 1999/2000 CE; Decadal averages of sea surface temperatures (SSTs) 
#      in the NINO4 region from thermal year 230 to 2009/2010, reconstructed from the relationship between NINO4 SST 
#      and QSD d18O as shown in Fig S5 in the Supplementary Materials, Thompson et al. 2013; Annual layer thicknesses 
#      in Quelccaya Summit Dome core from thermal year 1000/1001 to 1899/1900 CE. These are not corrected for density or thinning.
#      Annual layer thicknesses were determined by seasonal variations in dust and d18O, measured from high dust concentration 
#      and high d18O in successive dry seasons (austral winter).  Also included are Huascaran d18O and NO3- data: 
#      d18O and nitrate from Huascaran 1993 Core 2. Decadal averages from thermal year 830/831 to 1991/1992, 
#      quasi-decadal averages from thermal year 200/201 to 829/830 CE. Huascaran decadal d18O data are from 
#      Thompson et al. (2006) PNAS, vol 103, 10,536-10,543.
#
#--------------------
# Publication 
#       Authors: L. G. Thompson, E. Mosley-Thompson, M. E. Davis, V. S. Zagorodnov, I. M. Howat, V. N. Mikhalenko, P.-N. Lin 
#       Published_Date_or_Year: 2013-04-04      
#       Published_Title: Annually Resolved Ice Core Records of Tropical Climate Variability Over the Past ~1800 Years
#       Journal_Name: Science
#       Volume: 
#       Edition: ScienceExpress 2013-04-04
#       Issue: 
#       Pages: 
#       DOI: 10.1126/science.1234210 
#       Abstract: Ice cores from low latitudes can provide a wealth of unique information about past climate in the tropics, but they are difficult to recover and few exist. Here, we report annually resolved ice core records from the Quelccaya ice cap (5670 masl) in Peru which extend back ~1800 years and provide a high-resolution record of climate variability there. Oxygen isotopic ratios (d18O) are linked to sea-surface temperatures in the tropical eastern Pacific, while concentrations of ammonium and nitrate document the dominant role played by the migration of the Intertropical Convergence Zone in the region of the tropical Andes. Quelccaya continues to retreat and thin: Radiocarbon dates on wetland plants exposed along its retreating margins indicate it has not been smaller for at least six millennia. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Science Foundation 
#       Grant: ATM-0318430
#------------------
# Site_Information 
#       Site_Name: Quelccaya North Dome Ice Core
#       Location: South America>Peru
#	Country: Peru
#	Northernmost_Latitude: -13.9333
# 	Southernmost_Latitude: -13.9333
# 	Easternmost_Longitude: -70.8333
# 	Westernmost_Longitude: -70.8333
# 	Elevation: 5670 m 
#------------------
# Data_Collection   
#	Collection_Name: Quelccaya2013NDdec
#	Earliest_Year: 1000
#	Most_Recent_Year: 2003
#	Time_Unit: AD
#	Core_Length: 128.57 m
#	Notes: 
#------------------
# Chronology: 
#
# The Summit Dome core was dated by annual layer counting to 683 CE, and was constrained by 
# the 1600 CE Huaynaputina volcanic event. From 682 CE to 226 CE the core was dated using 
# the modeling approach described in the Supplemental Information accompanying the Science (2013) paper. 
# The North Dome core was dated by layer counting to 1395 CE, and was also constrained by the 1600 CE 
# Huaynaputina volcanic event. From 1395 CE to 1000 CE dating was accomplished by matching the 
# isotopic record to that of the Summit Dome core.
# 	
#----------------	
# Variables 
#
# Data variables follow (have no #)
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
# Quelccaya 2003 North Dome ice core
# Decadal averages of d18O and net accumulation (Figure S3 Thompson et al. 2013)
# The Quelccaya 1983 core data shown in Fig.  S3 are archived at
# http://www.ncdc.noaa.gov/paleo/icecore/trop/quelccaya/quelccaya_data.html
# Notes on the treatment of the 1983 Quelccaya data for the Thompson et al (2013) Science paper:
# "(1) The 1983 Quelccaya accumulation values, presented as meters ice equivalent, were adjusted to water equivalent values using density of 0.92 kg/m3."
# "(2) The decadal averages for the accumulation in the 1983 cores (Summit Core and Core 1) were calculated from years ending in ""1"" to years ending in ""0"" (e.g., 1971 to 1980),"
# "whereas the decadal averages for the accumulation in the 2003 cores were calculated from years ending in ""0"" to years ending in ""9"" (e.g., 1970 to 1979)."
# 
# * The interval 2000/2001-2002/2003 consists of only 3 data points in the average
# This interval is not shown in fig. S3

age_AD_bot	Age (years AD) First thermal year of decade, , , AD, , , , ,N
age_AD_top	Age (years AD) Last thermal year of decade, , , AD, , , , ,N
d18OiceSMOW	delta18O ice, ice, , per mil SMOW, , , , ,N 
iceacc_m	Ice accumulation rate, , , meters water equivalent, , , , ,N

#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
			
age_AD_bot	age_AD_top	d18OiceSMOW	iceacc_m
1990	1999	-16.67	1.432
1980	1989	-17.46	1.477
1970	1979	-18.46	1.228
1960	1969	-16.87	1.470
1950	1959	-17.76	1.413
1940	1949	-17.62	1.509
1930	1939	-17.64	1.419
1920	1929	-17.97	1.474
1910	1919	-17.80	1.289
1900	1909	-17.95	1.300
1890	1899	-18.64	1.367
1880	1889	-18.16	1.315
1870	1879	-18.39	1.512
1860	1869	-18.50	1.274
1850	1859	-18.53	1.130
1840	1849	-17.70	1.105
1830	1839	-18.31	1.118
1820	1829	-17.69	1.113
1810	1819	-20.31	1.203
1800	1809	-18.71	1.116
1790	1799	-18.22	1.026
1780	1789	-19.00	1.082
1770	1779	-19.06	1.070
1760	1769	-18.92	1.056
1750	1759	-19.28	1.140
1740	1749	-18.48	1.223
1730	1739	-19.10	1.228
1720	1729	-17.88	1.201
1710	1719	-18.40	1.267
1700	1709	-19.50	1.321
1690	1699	-18.70	1.353
1680	1689	-18.75	1.241
1670	1679	-19.52	1.664
1660	1669	-19.09	1.578
1650	1659	-18.19	1.619
1640	1649	-19.05	1.676
1630	1639	-17.93	1.676
1620	1629	-19.25	1.683
1610	1619	-18.80	1.599
1600	1609	-18.48	1.371
1590	1599	-18.27	1.656
1580	1589	-18.50	1.641
1570	1579	-19.31	1.617
1560	1569	-18.35	1.557
1550	1559	-18.67	1.506
1540	1549	-18.79	1.743
1530	1539	-17.87	1.476
1520	1529	-17.56	1.427
1510	1519	-18.25	1.381
1500	1509	-18.00	1.255
1490	1499	-17.95	1.510
1480	1489	-18.30	1.238
1470	1479	-18.73	1.218
1460	1469	-18.15	1.259
1450	1459	-17.66	1.168
1440	1449	-17.72	1.291
1430	1439	-18.20	1.197
1420	1429	-18.13	1.422
1410	1419	-17.95	1.385
1400	1409	-18.59	1.582
1390	1399	-17.83	1.305
1380	1389	-17.16	1.349
1370	1379	-16.73	0.745
1360	1369	-18.11	1.201
1350	1359	-18.96	1.064
1340	1349	-17.57	1.233
1330	1339	-17.26	0.953
1320	1329	-17.80	1.202
1310	1319	-18.73	0.857
1300	1309	-17.36	1.018
1290	1299	-18.56	1.061
1280	1289	-18.36	1.108
1270	1279	-19.14	1.349
1260	1269	-17.13	1.611
1250	1259	-18.34	1.050
1240	1249	-17.65	1.016
1230	1239	-17.49	1.124
1220	1229	-17.99	1.284
1210	1219	-17.98	1.138
1200	1209	-18.44	1.295
1190	1199	-18.60	1.243
1180	1189	-17.66	1.666
1170	1179	-17.82	1.478
1160	1169	-18.40	1.375
1150	1159	-17.63	1.451
1140	1149	-17.85	1.530
1130	1139	-18.35	1.029
1120	1129	-18.16	1.097
1110	1119	-17.53	1.316
1100	1109	-16.56	1.375
1090	1099	-18.22	1.905
1080	1089	-18.82	1.190
1070	1079	-18.98	1.336
1060	1069	-18.51	1.072
1050	1059	-17.81	1.668
1040	1049	-18.70	1.132
1030	1039	-17.20	1.384
1020	1029	-17.44	1.192
1010	1019	-18.21	1.887
1000	1009	-17.92	1.003
