# Quelccaya Ice Cap, Peru 1800 Year Oxygen Isotope, Dust, and Major Ions Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite original reference when using these data,
# plus the Online Resource and date accessed.
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:14174
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/trop/quelccaya/quelccaya2013nino4sst.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
#--------------------
# Contribution_Date
#	Date: 2013-04-04
#--------------------
# Title
#	Study_Name: Quelccaya Ice Cap, Peru 1800 Year Oxygen Isotope, Dust, and Major Ions Data
#--------------------
# Investigators
#      Investigators: Thompson, L.G.; Mosley-Thompson, E.; Davis, M.E.; Zagorodnov, V.S.; Howat, I.M.; Mikhalenko, V.N.; Lin, P.-N. 
#--------------------
# Description_and_Notes
#      Description:  Oxygen Isotope, dust and major ions data from ice cores collected on the Quelccaya Ice Cap, Peru. 
#      Data are at annual or decadal resolution for the past 1800 years. These new records are based on freshly cut ice samples; 
#      previous Quelccaya data were measured on bottled water samples. 
#      Included are Annual averages of d18O, net balance (accumulation), dust concentrations, and major ion concentrations 
#      for the Quelccaya Summit Dome (QSD) core from thermal year 226/227 to 2009/2010 CE; 
#      Decadal averages of d18O and net balance (accumulation) for the Quelccaya North Dome (QND) core 
#      from thermal year 1000/1001 to 1999/2000 CE; Decadal averages of sea surface temperatures (SSTs) 
#      in the NINO4 region from thermal year 230 to 2009/2010, reconstructed from the relationship between NINO4 SST 
#      and QSD d18O as shown in Fig S5 in the Supplementary Materials, Thompson et al. 2013; Annual layer thicknesses 
#      in Quelccaya Summit Dome core from thermal year 1000/1001 to 1899/1900 CE. These are not corrected for density or thinning.
#      Annual layer thicknesses were determined by seasonal variations in dust and d18O, measured from high dust concentration 
#      and high d18O in successive dry seasons (austral winter).  Also included are Huascaran d18O and NO3- data: 
#      d18O and nitrate from Huascaran 1993 Core 2. Decadal averages from thermal year 830/831 to 1991/1992, 
#      quasi-decadal averages from thermal year 200/201 to 829/830 CE. Huascaran decadal d18O data are from 
#      Thompson et al. (2006) PNAS, vol 103, 10,536-10,543.
#
#--------------------
# Publication 
#       Authors: L. G. Thompson, E. Mosley-Thompson, M. E. Davis, V. S. Zagorodnov, I. M. Howat, V. N. Mikhalenko, P.-N. Lin 
#       Published_Date_or_Year: 2013-04-04      
#       Published_Title: Annually Resolved Ice Core Records of Tropical Climate Variability Over the Past ~1800 Years
#       Journal_Name: Science
#       Volume: 
#       Edition: ScienceExpress 2013-04-04
#       Issue: 
#       Pages: 
#       DOI: 10.1126/science.1234210 
#       Abstract: Ice cores from low latitudes can provide a wealth of unique information about past climate in the tropics, but they are difficult to recover and few exist. Here, we report annually resolved ice core records from the Quelccaya ice cap (5670 masl) in Peru which extend back ~1800 years and provide a high-resolution record of climate variability there. Oxygen isotopic ratios (d18O) are linked to sea-surface temperatures in the tropical eastern Pacific, while concentrations of ammonium and nitrate document the dominant role played by the migration of the Intertropical Convergence Zone in the region of the tropical Andes. Quelccaya continues to retreat and thin: Radiocarbon dates on wetland plants exposed along its retreating margins indicate it has not been smaller for at least six millennia. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Science Foundation 
#       Grant: ATM-0318430
#------------------
# Site_Information 
#       Site_Name: Quelccaya Summit Dome Ice Core
#       Location: South America>Peru
#	Country: Peru
#	Northernmost_Latitude: -13.9333
# 	Southernmost_Latitude: -13.9333
# 	Easternmost_Longitude: -70.8333
# 	Westernmost_Longitude: -70.8333
# 	Elevation: 5670 m 
#------------------
# Data_Collection   
#	Collection_Name: Quelccaya2013nino4sst
#	Earliest_Year: 230
#	Most_Recent_Year: 2009
#	Time_Unit: AD
#	Core_Length: 168.68 m
#	Notes: 
#------------------
# Chronology: 
#
# The Summit Dome core was dated by annual layer counting to 683 CE, and was constrained by 
# the 1600 CE Huaynaputina volcanic event. From 682 CE to 226 CE the core was dated using 
# the modeling approach described in the Supplemental Information accompanying the Science (2013) paper. 
# The North Dome core was dated by layer counting to 1395 CE, and was also constrained by the 1600 CE 
# Huaynaputina volcanic event. From 1395 CE to 1000 CE dating was accomplished by matching the 
# isotopic record to that of the Summit Dome core.
# 	
#----------------	
# Variables 
#
# Data variables follow (have no #)
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
# Decadal averages of NINO4 SST from 230 CE to 2009 CE reconstructed from Quelccaya 2003 Summit Dome d18O (Figure 3C)

age_AD_bot	Age (years AD) First thermal year of decade, , , AD, , , , ,N
age_AD_top	Age (years AD) Last thermal year of decade, , , AD, , , , ,N
sst	Sea Surface Temperature, , , deg C, , , Reconstructed NINO4 SST, ,N 

#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  

age_AD_bot	age_AD_top	sst
2000	2009	26.38
1990	1999	26.46
1980	1989	26.35
1970	1979	26.14
1960	1969	26.46
1950	1959	26.25
1940	1949	26.40
1930	1939	26.27
1920	1929	26.28
1910	1919	26.25
1900	1909	26.33
1890	1899	26.16
1880	1889	26.25
1870	1879	26.04
1860	1869	26.10
1850	1859	26.16
1840	1849	26.25
1830	1839	26.18
1820	1829	26.26
1810	1819	25.81
1800	1809	26.07
1790	1799	26.24
1780	1789	26.09
1770	1779	26.00
1760	1769	26.04
1750	1759	25.95
1740	1749	26.11
1730	1739	26.01
1720	1729	26.20
1710	1719	26.16
1700	1709	25.95
1690	1699	26.12
1680	1689	26.06
1670	1679	25.94
1660	1669	26.04
1650	1659	26.20
1640	1649	26.06
1630	1639	26.26
1620	1629	26.01
1610	1619	26.17
1600	1609	26.17
1590	1599	26.28
1580	1589	26.20
1570	1579	25.94
1560	1569	26.20
1550	1559	26.14
1540	1549	26.05
1530	1539	26.27
1520	1529	26.44
1510	1519	26.18
1500	1509	26.22
1490	1499	26.26
1480	1489	26.20
1470	1479	26.12
1460	1469	26.19
1450	1459	26.21
1440	1449	26.26
1430	1439	26.25
1420	1429	26.23
1410	1419	26.26
1400	1409	26.14
1390	1399	26.23
1380	1389	26.32
1370	1379	26.45
1360	1369	26.20
1350	1359	26.16
1340	1349	26.19
1330	1339	26.35
1320	1329	26.29
1310	1319	26.27
1300	1309	26.17
1290	1299	26.23
1280	1289	26.17
1270	1279	26.05
1260	1269	26.47
1250	1259	26.16
1240	1249	26.31
1230	1239	26.43
1220	1229	26.26
1210	1219	26.25
1200	1209	26.19
1190	1199	26.14
1180	1189	26.29
1170	1179	26.19
1160	1169	26.19
1150	1159	26.39
1140	1149	26.42
1130	1139	26.25
1120	1129	26.26
1110	1119	26.30
1100	1109	26.61
1090	1099	26.23
1080	1089	26.11
1070	1079	26.08
1060	1069	26.24
1050	1059	26.34
1040	1049	26.17
1030	1039	26.29
1020	1029	26.35
1010	1019	26.24
1000	1009	26.28
990	999	26.20
980	989	26.10
970	979	26.23
960	969	26.19
950	959	26.21
940	949	26.26
930	939	26.23
920	929	26.23
910	919	26.18
900	909	26.21
890	899	26.37
880	889	26.44
870	879	26.29
860	869	26.11
850	859	26.39
840	849	26.18
830	839	26.19
820	829	26.26
810	819	26.28
800	809	26.29
790	799	26.21
780	789	26.27
770	779	26.21
760	769	26.28
750	759	26.36
740	749	26.25
730	739	26.27
720	729	26.29
710	719	26.22
700	709	26.27
690	699	26.04
680	689	26.31
670	679	26.22
660	669	26.32
650	659	26.19
640	649	26.22
630	639	26.33
620	629	26.15
610	619	26.42
600	609	26.35
590	599	26.28
580	589	26.44
570	579	26.30
560	569	26.22
550	559	26.31
540	549	26.41
530	539	26.39
520	529	26.27
510	519	26.23
500	509	26.18
490	499	26.32
480	489	26.36
470	479	26.18
460	469	26.33
450	459	26.17
440	449	26.23
430	439	26.23
420	429	26.27
410	419	26.31
400	409	26.36
390	399	26.35
380	389	26.33
370	379	26.23
360	369	26.33
350	359	26.20
340	349	26.35
330	339	26.35
320	329	26.20
310	319	26.36
300	309	26.30
290	299	26.24
280	289	26.47
270	279	26.30
260	269	26.31
250	259	26.19
240	249	26.26
230	239	26.17
